% Joyner_Boore distance. Columns are sites, rows are events
2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6 2776.6
