trace_start_lat,trace_start_lon,trace_end_lat,trace_end_lon,azimuth,dip,event_activity,Mw,rupture_centroid_lat,rupture_centroid_lon,depth,rupture_centroid_x,rupture_centroid_y,length,width,event_num,name
-32.9259460865,151.805633852,-32.9487081931,151.811889418,167.01640604,35.0,6.67251258266e-06,4.84854409411,-32.9693331696,151.643301597,11.084644428,1.29790244748,15.8305128452,2.59580489496,2.59580489496,27,0
-32.520064316,151.602909801,-32.5402007063,151.612279255,158.591201996,35.0,7.78296311053e-06,4.78168852354,-32.5816822821,151.451558164,10.9887774781,1.20175037441,15.6936006519,2.40350074882,2.40350074882,28,0
-33.3199153951,151.548405282,-33.2999335315,151.512021564,303.273766267,35.0,2.74480904239e-06,5.23432135977,-33.1848785171,151.628262219,11.6378263014,2.02362802008,16.6205384352,4.04725604017,4.04725604017,29,0
-32.821660112,152.253901889,-32.8565939327,152.248882668,186.884681315,35.0,2.94056763182e-06,5.2044023231,-32.8212644284,152.075349651,11.5949241653,1.95510985969,16.559267835,3.91021971938,3.91021971938,30,0
-32.990994651,152.131100681,-33.0174842517,152.092826777,230.505014851,35.0,2.09887732442e-06,5.35084643994,-32.887165223,151.997057731,11.8049164021,2.31415915662,16.8591678294,4.62831831324,4.62831831324,31,0
-32.820197196,151.620799467,-32.8369810676,151.620827936,179.918334794,35.0,1.29248015735e-05,4.56140961118,-32.8287846369,151.45757919,10.6729104941,0.932555762232,15.2424958482,1.86511152446,1.86511152446,32,0
-33.4825917222,151.617562515,-33.497349492,151.588747762,238.481831481,35.0,4.56864169371e-06,5.0130463967,-33.3659456272,151.51208833,11.3205310393,1.56853134778,16.1673938391,3.13706269556,3.13706269556,33,0
-33.0731393279,151.652477793,-33.1044678805,151.662754827,164.638757376,35.0,3.44929271901e-06,5.13510344386,-33.1279398575,151.48750561,11.4955536548,1.80518504211,16.4173520385,3.61037008422,3.61037008422,34,0
-32.8583187046,151.48957966,-32.8617675673,151.512575467,100.138643879,35.0,9.48492847627e-06,4.69579943522,-32.9975043774,151.471768621,10.8656175851,1.0886034891,15.5177100961,2.17720697819,2.17720697819,35,0
-32.6574761092,151.523983734,-32.6414963169,151.52370423,359.156232167,35.0,1.42551768715e-05,4.51886088534,-32.6474778662,151.68579809,10.6118981277,0.887974403288,15.1553611588,1.77594880658,1.77594880658,36,0
-32.5511488001,151.289637316,-32.5116914349,151.288370164,358.448990996,35.0,2.33687030558e-06,5.30419888547,-32.5273369732,151.467858223,11.7380265569,2.19315560998,16.7636392303,4.38631121997,4.38631121997,37,0
-33.1452097216,151.709461816,-33.1263514235,151.67413144,302.477597817,35.0,2.95191470476e-06,5.2027296911,-33.0100976151,151.787196381,11.5925257096,1.95134854934,16.5558424852,3.90269709868,3.90269709868,38,0
-32.9510647107,151.720782305,-32.9596417431,151.68319075,254.811463739,35.0,3.39722714712e-06,5.14170890968,-32.8126588294,151.655893724,11.5050255036,1.81896548837,16.4308792405,3.63793097673,3.63793097673,39,0
-32.7750924521,151.642625182,-32.7838943442,151.666737628,113.499798126,35.0,7.47221405487e-06,4.799384191,-32.9093041062,151.587450159,11.0141520228,1.226484601,15.7298392574,2.45296920199,2.45296920199,40,0
-32.6802116655,151.361921558,-32.6770739271,151.390986486,82.6797245788,35.0,6.00372580422e-06,4.89441264615,-32.8207767578,151.398181241,11.1504172296,1.36828424837,15.9244461407,2.73656849675,2.73656849675,41,0
-33.0240209947,151.420387524,-33.0328345439,151.462449742,104.054381033,35.0,2.76412432817e-06,5.23127592217,-33.1734621663,151.398041559,11.6334593233,2.01654522062,16.6143017441,4.03309044125,4.03309044125,42,0
-32.8120421811,151.723002464,-32.7964628502,151.731762078,25.2804598416,35.0,1.22650011437e-05,4.5841659025,-32.8630079275,151.875492053,10.7055416753,0.957310793622,15.2890980046,1.91462158724,1.91462158724,43,0
-33.0036242498,151.590810183,-33.0002459032,151.551650875,275.863639108,35.0,3.32945480075e-06,5.15046037207,-32.8546889852,151.589231816,11.5175745852,1.83738510068,16.4488011863,3.67477020137,3.67477020137,44,0
-32.8498157602,151.727455059,-32.8761916353,151.750171085,144.143929771,35.0,3.43788767568e-06,5.13654181243,-32.9495566584,151.596095473,11.4976161906,1.8081768744,16.4202976449,3.61635374881,3.61635374881,45,0
-33.266521247,151.625773248,-33.2521137196,151.600988596,304.770103877,35.0,5.70445411679e-06,4.91661940426,-33.141266369,151.711259673,11.1822604125,1.40371747484,15.969922919,2.80743494969,2.80743494969,46,0
-32.8134440226,151.872124718,-32.8451907547,151.904836281,139.144871414,35.0,2.06668841644e-06,5.35755849023,-32.9286414149,151.751654801,11.8145410868,2.33211117203,16.8729133037,4.66422234406,4.66422234406,47,0
-33.0383521388,151.46658021,-33.0093033767,151.457232962,344.895257995,35.0,4.0217431957e-06,5.06841915982,-32.9856498865,151.630535297,11.3999323197,1.67178176656,16.2807906194,3.34356353311,3.34356353311,48,0
-33.2490641846,151.655472648,-33.2266336218,151.617271338,305.031518389,35.0,2.3844779384e-06,5.29544018692,-33.1144565373,151.739647344,11.7254670992,2.17115134404,16.7457024658,4.34230268809,4.34230268809,49,0
-32.9117445552,151.136746342,-32.8926193426,151.136824336,0.196177340005,35.0,9.95385767716e-06,4.67484206874,-32.9026587508,151.302644853,10.8355659561,1.06265193827,15.4747919221,2.12530387653,2.12530387653,50,0
-32.7061758147,151.811411284,-32.7001988047,151.838915691,75.4982693027,35.0,6.39060278235e-06,4.86729167139,-32.8414397986,151.867724856,11.1115273494,1.32622081549,15.8689056359,2.65244163098,2.65244163098,51,0
-32.6368287698,151.301503211,-32.6189361331,151.288082633,327.697894118,35.0,8.12498760255e-06,4.76301078855,-32.5525982998,151.436065156,10.9619947064,1.17618435573,15.6553508899,2.35236871146,2.35236871146,52,0
-33.3381757417,151.616569356,-33.3639210967,151.622453164,169.195419365,35.0,5.29999008936e-06,4.94855843804,-33.3780988349,151.449772582,11.2280591055,1.45629454709,16.0353302311,2.91258909419,2.91258909419,53,0
-32.9959278007,151.639335997,-32.9620253196,151.634324077,352.929218823,35.0,3.11971622509e-06,5.17871840392,-32.9606918068,151.812520023,11.5580949382,1.89814421774,16.5066702477,3.79628843549,3.79628843549,54,0
-32.5851449132,152.064882489,-32.6200654286,152.096068441,143.072779709,35.0,1.90798659529e-06,5.39225817633,-32.6942130945,151.935638641,11.8642983926,2.42716383525,16.9439741008,4.8543276705,4.8543276705,55,0
-33.0314443048,151.239978506,-32.9954359562,151.261211911,26.2938037801,35.0,2.25702572839e-06,5.3192969858,-33.0803877038,151.41230198,11.7596763434,2.23161101943,16.7945583297,4.46322203886,4.46322203886,56,0
-32.9532426538,152.137750507,-32.9792407099,152.105018436,226.603768404,35.0,2.54267587048e-06,5.26754249385,-32.8571192073,151.998556866,11.6854634507,2.10252540084,16.688571335,4.20505080169,4.20505080169,57,0
-33.064099502,151.866851551,-33.0564425754,151.816483824,280.263909124,35.0,1.97165004736e-06,5.37800366201,-32.9104929845,151.873974032,11.8438582588,2.38765643472,16.9147825644,4.77531286944,4.77531286944,58,0
-32.5923645835,151.44705096,-32.5965092351,151.486503781,97.1192112661,35.0,3.25548227047e-06,5.16021816104,-32.7414947287,151.444940878,11.5315666797,1.85814279136,16.4687839683,3.71628558273,3.71628558273,59,0
-33.0310418399,151.293907332,-33.0023824289,151.314765511,31.3719114068,35.0,3.23141739805e-06,5.16344043664,-33.0938948505,151.455432841,11.5361872331,1.86504889797,16.4753828024,3.73009779594,3.73009779594,60,0
-32.9412217881,151.486735666,-32.9497430168,151.504539608,119.730825167,35.0,1.23321339296e-05,4.58179526293,-33.0649180446,151.414246507,10.7021423178,0.954701567892,15.284243219,1.90940313578,1.90940313578,61,0
-33.2628031881,151.245675857,-33.2395538419,151.239294261,347.067437974,35.0,6.39839178909e-06,4.86676266607,-33.2192209962,151.408841248,11.1107687869,1.32541334004,15.8678222964,2.65082668008,2.65082668008,62,0
-32.80334319,151.650199414,-32.8020322201,151.619403096,272.894586118,35.0,5.40233848321e-06,4.94025170414,-32.6587249112,151.643447418,11.2161477384,1.44243368679,16.0183190359,2.88486737359,2.88486737359,63,0
-32.5803780076,151.71923997,-32.5675150754,151.733230117,42.477004591,35.0,1.19704417693e-05,4.59472331719,-32.6669879767,151.846947938,10.720680386,0.969017595178,15.3107183242,1.93803519036,1.93803519036,64,0
-32.8046768596,151.883884977,-32.8037736709,151.931304622,88.6996616015,35.0,2.29850269288e-06,5.31138847864,-32.955172619,151.9116782,11.74833601,2.21138441058,16.7783626552,4.42276882116,4.42276882116,65,0
-32.7452536337,151.86282432,-32.7267268604,151.879064078,36.3766712244,35.0,6.87618064092e-06,4.83548621823,-32.8203373075,152.007196762,11.0659202032,1.27853644865,15.8037718809,2.55707289729,2.55707289729,66,0
-33.252090847,151.234104993,-33.2333745869,151.242953089,21.5616250588,35.0,8.98996789123e-06,4.71907535494,-33.2942089553,151.394378752,10.8989938828,1.11816960261,15.5653763892,2.23633920521,2.23633920521,67,0
-32.9051683951,151.847800394,-32.9002121444,151.828433307,286.927744264,35.0,1.25655727449e-05,4.57365120681,-32.7712522679,151.885692526,10.6904642211,0.945791938003,15.2675651684,1.89158387601,1.89158387601,68,0
-33.0865451581,151.535883737,-33.074571853,151.565178693,63.9641261514,35.0,4.89304305956e-06,4.9832544579,-33.210789176,151.626570011,11.2778111541,1.51564410011,16.1063835201,3.03128820023,3.03128820023,69,0
-32.8946114462,151.828817425,-32.9152569641,151.819212704,201.34625098,35.0,7.41016390465e-06,4.80300568134,-32.8533849984,151.667000168,11.0193450266,1.2316089749,15.7372556354,2.4632179498,2.4632179498,70,0
-32.8193236849,151.652073967,-32.8588373739,151.668209378,161.0729559,35.0,2.08657535606e-06,5.35339942179,-32.8883061438,151.489187926,11.8085772277,2.32097100615,16.8643960302,4.6419420123,4.6419420123,71,0
-32.7278330067,151.744515653,-32.7168459531,151.777970748,68.6463895045,35.0,3.99891719775e-06,5.07089108389,-32.8588328768,151.824770704,11.4034769132,1.67654627971,16.2858528235,3.35309255942,3.35309255942,72,0
-32.9759370969,152.048179503,-32.9787086673,152.019309365,263.481917657,35.0,6.10769484284e-06,4.88695616515,-32.8350837427,152.014402723,11.1397250751,1.35658836177,15.9091761616,2.71317672353,2.71317672353,73,0
-33.1978630428,151.418528283,-33.1853415045,151.4346761,47.148150138,35.0,1.07410228619e-05,4.64178785457,-33.2932460139,151.539411483,10.7881681601,1.02297243558,15.4071008543,2.04594487116,2.04594487116,74,0
-32.8224514849,152.026181444,-32.8326389541,152.010828307,231.737444536,35.0,1.34533655909e-05,4.54400255137,-32.7200975713,151.917778687,10.6479497957,0.914052792984,15.2068482766,1.82810558597,1.82810558597,75,0
-32.9001913317,151.61023273,-32.876459941,151.635656139,41.9428755503,35.0,3.5767497808e-06,5.11934493633,-32.9868777367,151.753694923,11.4729568833,1.77272950263,16.3850805043,3.54545900526,3.54545900526,76,0
-32.8333465776,151.720707272,-32.859252189,151.73748218,151.472022209,35.0,4.18781951698e-06,5.05084553898,-32.9161154629,151.576098104,11.3747327827,1.63829751996,16.2448019508,3.27659503992,3.27659503992,77,0
-32.4517801936,151.641079494,-32.4457417562,151.671236512,76.6316422833,35.0,5.33796285164e-06,4.94545794845,-32.5890951846,151.695740509,11.2236131861,1.45110546786,16.0289808001,2.90221093573,2.90221093573,78,0
-32.7101352976,152.013920981,-32.7134132867,152.045133036,97.1261917886,35.0,5.21462686799e-06,4.95561025755,-32.8550883627,152.008198107,11.2381709993,1.468165901,16.049771512,2.93633180201,2.93633180201,79,0
-32.8673926671,151.117936491,-32.8438605571,151.112763513,349.534460239,35.0,6.3579370886e-06,4.86951726926,-32.8296799904,151.282515584,11.1147187256,1.32962336731,15.8734633935,2.65924673462,2.65924673462,80,0
-33.1397669161,151.384997898,-33.1265940472,151.339970037,289.22814111,35.0,2.27568464754e-06,5.3157214159,-32.9905416574,151.421798472,11.7545491868,2.22244341476,16.7872359913,4.44488682951,4.44488682951,81,0
-33.0061296172,151.756038853,-33.0116565149,151.774685855,109.492253954,35.0,1.32710423469e-05,4.54992846056,-33.1379973868,151.710787507,10.6564472004,0.920310198269,15.2189838282,1.84062039654,1.84062039654,82,0
-33.0727288531,151.49030082,-33.0578327453,151.474619965,318.55144059,35.0,9.21860156226e-06,4.70816845083,-32.9726943958,151.60742839,10.8833540248,1.10421649327,15.5430403572,2.20843298655,2.20843298655,83,0
-32.5263852678,151.598272916,-32.5176847379,151.639285276,75.8556797164,35.0,2.87207816102e-06,5.21463724088,-32.6667148965,151.662089878,11.6096004345,1.97828393741,16.5802277196,3.95656787481,3.95656787481,84,0
-32.9485285259,151.768609319,-32.965598168,151.784553977,141.938869346,35.0,7.74639581296e-06,4.78373381144,-33.0441518204,151.64389656,10.9917103005,1.20458350002,15.6977891563,2.40916700003,2.40916700003,85,0
-32.9384011884,151.793514798,-32.9249523895,151.772715974,307.575684612,35.0,7.48565043039e-06,4.79860395324,-32.8195023769,151.885818795,11.0130332079,1.22538336675,15.728241424,2.45076673349,2.45076673349,86,0
-32.7307898906,151.367727797,-32.7461697946,151.345127532,231.060836373,35.0,6.0800237788e-06,4.88892821775,-32.6270962271,151.249563157,11.1425528823,1.3596718719,15.9132146889,2.7193437438,2.7193437438,87,0
-32.7406918777,151.313388206,-32.72352512,151.328294153,36.1197907862,35.0,8.06167876995e-06,4.76640800651,-32.815190938,151.456310868,10.9668661169,1.18079364627,15.662307985,2.36158729255,2.36158729255,88,0
-32.6559478583,151.147155621,-32.6216733897,151.144415847,356.148611104,35.0,3.08534535503e-06,5.18352971213,-32.6288273256,151.321869353,11.5649940708,1.90868763661,16.5165232302,3.81737527323,3.81737527323,89,0
-32.6700152017,151.790057128,-32.6660623912,151.810056168,76.7676126879,35.0,1.22093651859e-05,4.58614041173,-32.802005846,151.837534109,10.7083730052,0.959489464045,15.2931415628,1.91897892809,1.91897892809,90,0
-32.515076952,151.827873723,-32.5165226808,151.860862245,92.9799208302,35.0,4.70769130074e-06,5.00002551859,-32.6608516672,151.835398919,11.3018598672,1.54519311239,16.1407286418,3.09038622477,3.09038622477,91,0
-33.0889327707,151.787060486,-33.0842747063,151.748392152,278.168288318,35.0,3.38743283133e-06,5.1429628031,-32.940221615,151.792762463,11.5068235129,1.82159323983,16.433447064,3.64318647966,3.64318647966,92,0
-32.4280464219,151.618870506,-32.4386720094,151.642162978,118.423953197,35.0,7.30638080708e-06,4.80913119173,-32.558003913,151.550475537,11.0281286477,1.24032529351,15.7497999463,2.48065058702,2.48065058702,93,0
-32.5223285862,151.941793819,-32.5318844088,151.979686186,106.676914536,35.0,3.28367177176e-06,5.15647375599,-32.6690072003,151.910241318,11.5261974235,1.85014975415,16.4611158757,3.70029950831,3.70029950831,94,0
-32.9158804159,151.777912196,-32.8956499372,151.789894604,26.4234792198,35.0,7.13438453671e-06,4.81947698184,-32.9689203317,151.935392798,11.0429639013,1.25518718107,15.7709868841,2.51037436214,2.51037436214,95,0
-32.9448041548,151.213446894,-32.9196442734,151.232518612,32.4421822663,35.0,4.09645359852e-06,5.06042545567,-33.0107395001,151.37028044,11.3884698189,1.65646678582,16.2644204717,3.31293357164,3.31293357164,96,0
-32.7579871084,152.009591547,-32.7730782025,151.999327791,209.78452734,35.0,1.20422214168e-05,4.59212688735,-32.6971160873,151.862413906,10.7169572586,0.96612528409,15.3054011472,1.93225056818,1.93225056818,97,0
-32.705327106,151.903864526,-32.7043734245,151.929705062,87.4846512495,35.0,7.71035592072e-06,4.78575906939,-32.8460137462,151.924166044,10.9946144011,1.20739546147,15.7019366418,2.41479092293,2.41479092293,98,0
-32.6804040156,151.374492658,-32.7028884278,151.354769746,216.462183689,35.0,4.65829883032e-06,5.00460615041,-32.6052761657,151.225880837,11.3084282234,1.55336344061,16.1501092266,3.10672688121,3.10672688121,99,0
-32.4793991874,151.591328437,-32.4997993608,151.616566584,133.813456774,35.0,4.19320314956e-06,5.05028759221,-32.5950784589,151.483830446,11.3739327199,1.63724548117,16.2436593427,3.27449096234,3.27449096234,100,0
-32.4878217772,151.61023662,-32.5120240619,151.618929233,163.154917701,35.0,5.6938169589e-06,4.91742999392,-32.5415725913,151.451405136,11.1834227503,1.4050280717,15.9715829095,2.81005614339,2.81005614339,101,0
-33.0878527392,151.606734199,-33.0721331398,151.601810384,345.288482095,35.0,1.37839505563e-05,4.53345978893,-33.0452903205,151.761948251,10.6328320954,0.903025259908,15.1852579631,1.80605051982,1.80605051982,102,0
-32.8870621371,151.69087177,-32.9142625319,151.694196828,174.140831975,35.0,4.86977711676e-06,4.98532441095,-32.9154621474,151.520736157,11.2807793448,1.51926037148,16.1106225358,3.03852074296,3.03852074296,103,0
-32.8228448731,152.306468512,-32.8570471434,152.285880513,206.845648355,35.0,2.47770300286e-06,5.27878424836,-32.7720336923,152.136596889,11.7015834644,2.12991429586,16.7115931005,4.25982859172,4.25982859172,104,0
-33.3365536319,151.465248793,-33.3227009778,151.446824502,311.949240409,35.0,8.47831385309e-06,4.74452400615,-33.2251026696,151.56834284,10.9354857495,1.15141533009,15.6174921759,2.30283066019,2.30283066019,105,0
-32.3856554353,151.105494761,-32.3777065418,151.126485846,65.8179776803,35.0,9.66926964891e-06,4.68743982388,-32.5089284944,151.183746488,10.8536303948,1.07817663552,15.5005906143,2.15635327104,2.15635327104,106,0
-33.1430477615,151.440385232,-33.1261873241,151.469709164,55.4887148134,35.0,4.11127295158e-06,5.05885718455,-33.2551976103,151.554190641,11.3862210105,1.65347866907,16.2612088404,3.30695733815,3.30695733815,107,0
-33.1093161508,151.314303878,-33.0926296035,151.301395411,327.032543139,35.0,9.20405233912e-06,4.70885441591,-33.0248541193,151.44782304,10.8843376583,1.10508888881,15.5444451314,2.21017777762,2.21017777762,108,0
-32.6785767212,151.240541021,-32.6713935658,151.221762644,294.408701805,35.0,1.20500537836e-05,4.59184451022,-32.549568923,151.298671721,10.7165523464,0.965811249077,15.3048228727,1.93162249815,1.93162249815,109,0
-33.0235067956,151.654799802,-33.0234535862,151.674973979,89.8194839145,35.0,1.27649068877e-05,4.5668158443,-33.1607443158,151.66540349,10.6806627139,0.938378235881,15.2535671655,1.87675647176,1.87675647176,110,0
-32.5736270894,151.663691227,-32.5625926139,151.696690849,68.3282397468,35.0,4.07791211977e-06,5.06239563317,-32.704159337,151.744439206,11.3912949373,1.66022833218,16.268455159,3.32045666435,3.32045666435,111,0
-33.2240400251,151.75424384,-33.2266294934,151.70780688,266.192780334,35.0,2.39397271525e-06,5.29371429921,-33.0750067245,151.719087033,11.7229922778,2.16684154594,16.7421680547,4.33368309189,4.33368309189,112,0
-32.6855846441,151.566872908,-32.6532137262,151.551769963,338.545762594,35.0,3.00973176076e-06,5.19430570427,-32.6149639502,151.723769158,11.5804462087,1.93251492397,16.5385911701,3.86502984794,3.86502984794,113,0
-32.4294024836,151.515575009,-32.4199146286,151.547851813,70.7723263451,35.0,4.38648270148e-06,5.03071707452,-32.5623385386,151.58868951,11.3458697504,1.60076854406,16.2035812688,3.20153708812,3.20153708812,114,0
-32.9482079018,151.4220313,-32.9113831833,151.407824753,342.048906831,35.0,2.42987197459e-06,5.2872501035,-32.8833979192,151.585464965,11.713723002,2.1507753782,16.7289301568,4.30155075641,4.30155075641,115,0
-32.9765686338,151.5020783,-32.9487587404,151.471834526,317.588311536,35.0,2.56623870148e-06,5.26353644525,-32.8614253276,151.618892924,11.679719013,2.09285060006,16.6803674277,4.18570120012,4.18570120012,116,0
-33.1288692204,151.66160102,-33.1453052901,151.646677678,217.272317322,35.0,8.5346174854e-06,4.74164943438,-33.0520079219,151.520760895,10.9313637829,1.14761105063,15.6116053975,2.29522210127,2.29522210127,117,0
-32.9206333203,151.718114408,-32.9410727039,151.731223182,151.724600621,35.0,6.75943751677e-06,4.84292293769,-32.9982871037,151.575187947,11.0765840208,1.28953006841,15.8190013908,2.57906013681,2.57906013681,118,0
-32.4376994214,151.281597669,-32.4036133027,151.312482369,37.3822852914,35.0,1.97858025044e-06,5.37647982577,-32.5130529434,151.440442869,11.8416731673,2.38347124719,16.9116619304,4.76694249438,4.76694249438,119,0
-33.1171032541,151.342635331,-33.0767990036,151.354573762,13.9307298098,35.0,2.11143030244e-06,5.34825674545,-33.1334644317,151.524392543,11.8012029327,2.30726977586,16.8538644456,4.61453955171,4.61453955171,120,0
-32.6648959875,151.440406001,-32.6353493671,151.432026713,346.565344124,35.0,3.94542409471e-06,5.07673980305,-32.61604778,151.605572185,11.411863632,1.68787354333,16.2978302992,3.37574708667,3.37574708667,121,0
-32.8705971161,151.782781994,-32.8684110664,151.818509929,85.8265893634,35.0,4.03513220284e-06,5.06697572748,-33.0155977252,151.813359142,11.3978625228,1.66900588519,16.277834643,3.33801177038,3.33801177038,122,0
-32.6997528028,151.296315546,-32.7060307832,151.270925562,253.648605801,35.0,7.32168298454e-06,4.80822257474,-32.5669100678,151.236280721,11.0268257445,1.23902848751,15.7479392077,2.47805697501,2.47805697501,123,0
-32.6653088526,151.527781964,-32.6660621939,151.548200933,92.5133033953,35.0,1.23364866316e-05,4.58164200308,-32.8030912523,151.530816005,10.7019225522,0.954533128604,15.2839293612,1.90906625721,1.90906625721,124,0
-32.9211099201,151.68273605,-32.911280819,151.659324743,296.538424833,35.0,7.52321870828e-06,4.79642980812,-32.7896078652,151.74623306,11.0099156118,1.22231997328,15.7237890354,2.44463994656,2.44463994656,125,0
-33.2175640506,151.654338134,-33.2338896611,151.640822765,214.727870351,35.0,9.22727185845e-06,4.70776017934,-33.1460502385,151.510292797,10.8827685875,1.10369758941,15.5422042661,2.20739517881,2.20739517881,126,0
