LATITUDE,LONGITUDE,SITE_CLASS,VS30
-32.957,151.493,B,560
-32.959,151.493,B,560
-32.961,151.493,B,560
-32.963,151.493,B,560
-32.965,151.493,B,560
-32.967,151.493,B,560
-32.969,151.493,B,560
-32.971,151.493,B,560
-32.973,151.493,B,560
-32.975,151.493,B,560
-32.977,151.493,B,560
-32.979,151.493,B,560
-32.981,151.493,B,560
-32.983,151.493,B,560
-32.985,151.493,B,560
-32.987,151.493,B,560
-32.989,151.493,B,560
-32.991,151.493,B,560
-32.993,151.493,B,560
-32.995,151.493,B,560
-32.997,151.493,B,560
-32.999,151.493,B,560
-33.001,151.493,B,560
-33.003,151.493,B,560
-33.005,151.493,B,560
-33.007,151.493,B,560
-33.009,151.493,B,560
-33.011,151.493,B,560
-33.013,151.493,B,560
-33.015,151.493,B,560
-33.017,151.493,B,560
-33.023,151.493,B,560
-33.025,151.493,B,560
-33.027,151.493,B,560
-33.029,151.493,B,560
-33.031,151.493,B,560
-33.041,151.493,B,560
-33.043,151.493,B,560
-33.045,151.493,B,560
-33.047,151.493,B,560
-33.049,151.493,B,560
-33.051,151.493,B,560
-33.053,151.493,B,560
-33.055,151.493,B,560
-33.057,151.493,B,560
-33.059,151.493,B,560
-33.061,151.493,B,560
-33.063,151.493,B,560
-33.065,151.493,B,560
-33.067,151.493,B,560
-33.069,151.493,B,560
-33.071,151.493,B,560
-33.073,151.493,B,560
-33.075,151.493,B,560
-33.077,151.493,B,560
-33.085,151.493,B,560
-33.087,151.493,B,560
-33.089,151.493,B,560
-33.091,151.493,B,560
-33.093,151.493,B,560
-33.095,151.493,B,560
-33.097,151.493,B,560
-33.099,151.493,B,560
-33.101,151.493,B,560
-33.103,151.493,B,560
-33.105,151.493,B,560
-33.107,151.493,B,560
-33.109,151.493,B,560
-33.111,151.493,B,560
-33.113,151.493,B,560
-33.115,151.493,B,560
-33.117,151.493,B,560
-33.119,151.493,B,560
-33.121,151.493,B,560
-33.123,151.493,B,560
-33.125,151.493,B,560
-33.129,151.493,B,560
-33.131,151.493,B,560
-33.133,151.493,B,560
-33.135,151.493,B,560
-33.137,151.493,B,560
-33.139,151.493,B,560
-33.141,151.493,B,560
-33.143,151.493,B,560
-33.145,151.493,B,560
-33.147,151.493,B,560
-33.149,151.493,B,560
-33.151,151.493,B,560
-33.153,151.493,B,560
-33.155,151.493,B,560
-33.157,151.493,B,560
-33.161,151.493,B,560
-33.163,151.493,B,560
-33.165,151.493,B,560
-33.171,151.493,B,560
-33.173,151.493,B,560
-33.175,151.493,B,560
-33.177,151.493,B,560
-33.181,151.493,B,560
-33.183,151.493,B,560
-33.185,151.493,B,560
-33.187,151.493,B,560
-33.189,151.493,B,560
-33.191,151.493,B,560
-33.193,151.493,B,560
-33.195,151.493,B,560
-33.197,151.493,B,560
-33.199,151.493,B,560
-32.801,151.491,B,560
-32.803,151.491,B,560
-32.805,151.491,B,560
-32.807,151.491,B,560
-32.809,151.491,B,560
-32.811,151.491,B,560
-32.813,151.491,B,560
-32.815,151.491,B,560
-32.817,151.491,B,560
-32.819,151.491,B,560
-32.821,151.491,B,560
-32.823,151.491,B,560
-32.825,151.491,B,560
-32.827,151.491,B,560
-32.829,151.491,B,560
-32.831,151.491,B,560
-32.833,151.491,B,560
-32.835,151.491,B,560
-32.837,151.491,B,560
-32.839,151.491,B,560
-32.841,151.491,B,560
-32.843,151.491,B,560
-32.845,151.491,B,560
-32.847,151.491,B,560
-32.849,151.491,B,560
-32.851,151.491,B,560
-32.853,151.491,B,560
-32.855,151.491,B,560
-32.857,151.491,B,560
-32.859,151.491,B,560
-32.861,151.491,B,560
-32.863,151.491,B,560
-32.867,151.491,B,560
-32.869,151.491,B,560
-32.871,151.491,B,560
-32.873,151.491,B,560
-32.875,151.491,B,560
-32.877,151.491,B,560
-32.879,151.491,B,560
-32.881,151.491,B,560
-32.883,151.491,B,560
-32.885,151.491,B,560
-32.887,151.491,B,560
-32.889,151.491,B,560
-32.891,151.491,B,560
-32.893,151.491,B,560
-32.895,151.491,B,560
-32.897,151.491,B,560
-32.899,151.491,B,560
-32.901,151.491,B,560
-32.903,151.491,B,560
-32.905,151.491,B,560
-32.907,151.491,B,560
-32.911,151.491,B,560
-32.913,151.491,B,560
-32.915,151.491,B,560
-32.917,151.491,B,560
-32.919,151.491,B,560
-32.921,151.491,B,560
-32.923,151.491,B,560
-32.925,151.491,B,560
-32.927,151.491,B,560
-32.929,151.491,B,560
-32.931,151.491,B,560
-32.933,151.491,B,560
-32.935,151.491,B,560
-32.937,151.491,B,560
-32.943,151.491,B,560
-32.945,151.491,B,560
-32.947,151.491,B,560
-32.949,151.491,B,560
-32.951,151.491,B,560
-32.953,151.491,B,560
-32.955,151.491,B,560
-32.957,151.491,B,560
-32.959,151.491,B,560
-32.961,151.491,B,560
-32.963,151.491,B,560
-32.965,151.491,B,560
-32.967,151.491,B,560
-32.969,151.491,B,560
-32.971,151.491,B,560
-32.973,151.491,B,560
-32.975,151.491,B,560
-32.977,151.491,B,560
-32.979,151.491,B,560
-32.981,151.491,B,560
-32.983,151.491,B,560
-32.985,151.491,B,560
-32.987,151.491,B,560
-32.989,151.491,B,560
-32.991,151.491,B,560
-32.993,151.491,B,560
-32.995,151.491,B,560
-32.997,151.491,B,560
-32.999,151.491,B,560
-33.001,151.491,B,560
-33.003,151.491,B,560
-33.005,151.491,B,560
-33.007,151.491,B,560
-33.009,151.491,B,560
-33.011,151.491,B,560
-33.013,151.491,B,560
-33.015,151.491,B,560
-33.017,151.491,B,560
-33.043,151.491,B,560
-33.045,151.491,B,560
-33.047,151.491,B,560
-33.049,151.491,B,560
-33.051,151.491,B,560
-33.053,151.491,B,560
-33.055,151.491,B,560
-33.057,151.491,B,560
-33.059,151.491,B,560
-33.061,151.491,B,560
-33.063,151.491,B,560
-33.065,151.491,B,560
-33.067,151.491,B,560
-33.069,151.491,B,560
-33.071,151.491,B,560
-33.073,151.491,B,560
-33.075,151.491,B,560
-33.077,151.491,B,560
-33.083,151.491,B,560
-33.085,151.491,B,560
-33.087,151.491,B,560
-33.089,151.491,B,560
-33.091,151.491,B,560
-33.093,151.491,B,560
-33.095,151.491,B,560
-33.097,151.491,B,560
-33.099,151.491,B,560
-33.101,151.491,B,560
-33.103,151.491,B,560
-33.105,151.491,B,560
-33.107,151.491,B,560
-33.109,151.491,B,560
-33.111,151.491,B,560
-33.113,151.491,B,560
-33.115,151.491,B,560
-33.117,151.491,B,560
-33.119,151.491,B,560
-33.121,151.491,B,560
-33.123,151.491,B,560
-33.125,151.491,B,560
-33.129,151.491,B,560
-33.131,151.491,B,560
-33.133,151.491,B,560
-33.135,151.491,B,560
-33.137,151.491,B,560
-33.139,151.491,B,560
-33.141,151.491,B,560
-33.143,151.491,B,560
-33.145,151.491,B,560
-33.147,151.491,B,560
-33.149,151.491,B,560
-33.151,151.491,B,560
-33.153,151.491,B,560
-33.155,151.491,B,560
-33.157,151.491,B,560
-33.161,151.491,B,560
-33.163,151.491,B,560
-33.171,151.491,B,560
-33.173,151.491,B,560
-33.175,151.491,B,560
-33.177,151.491,B,560
-33.179,151.491,B,560
-33.181,151.491,B,560
-33.183,151.491,B,560
-33.185,151.491,B,560
-33.187,151.491,B,560
-33.189,151.491,B,560
-33.191,151.491,B,560
-33.193,151.491,B,560
-33.195,151.491,B,560
-33.197,151.491,B,560
-33.199,151.491,B,560
-32.801,151.489,B,560
-32.803,151.489,B,560
-32.805,151.489,B,560
-32.807,151.489,B,560
-32.809,151.489,B,560
-32.811,151.489,B,560
-32.813,151.489,B,560
-32.815,151.489,B,560
-32.817,151.489,B,560
-32.819,151.489,B,560
-32.821,151.489,B,560
-32.823,151.489,B,560
-32.825,151.489,B,560
-32.827,151.489,B,560
-32.829,151.489,B,560
-32.831,151.489,B,560
-32.833,151.489,B,560
-32.835,151.489,B,560
-32.837,151.489,B,560
-32.839,151.489,B,560
-32.841,151.489,B,560
-32.843,151.489,B,560
-32.845,151.489,B,560
-32.847,151.489,B,560
-32.849,151.489,B,560
-32.851,151.489,B,560
-32.853,151.489,B,560
-32.855,151.489,B,560
-32.857,151.489,B,560
-32.859,151.489,B,560
-32.861,151.489,B,560
-32.867,151.489,B,560
-32.869,151.489,B,560
-32.871,151.489,B,560
-32.873,151.489,B,560
-32.875,151.489,B,560
-32.877,151.489,B,560
-32.879,151.489,B,560
-32.881,151.489,B,560
-32.883,151.489,B,560
-32.885,151.489,B,560
-32.887,151.489,B,560
-32.889,151.489,B,560
-32.891,151.489,B,560
-32.893,151.489,B,560
-32.895,151.489,B,560
-32.897,151.489,B,560
-32.899,151.489,B,560
-32.901,151.489,B,560
-32.903,151.489,B,560
-32.905,151.489,B,560
-32.907,151.489,B,560
-32.911,151.489,B,560
-32.913,151.489,B,560
-32.915,151.489,B,560
-32.917,151.489,B,560
-32.919,151.489,B,560
-32.921,151.489,B,560
-32.923,151.489,B,560
-32.925,151.489,B,560
-32.927,151.489,B,560
-32.929,151.489,B,560
-32.931,151.489,B,560
-32.933,151.489,B,560
-32.935,151.489,B,560
-32.941,151.489,B,560
-32.943,151.489,B,560
-32.945,151.489,B,560
-32.947,151.489,B,560
-32.949,151.489,B,560
-32.951,151.489,B,560
-32.953,151.489,B,560
-32.955,151.489,B,560
-32.957,151.489,B,560
-32.959,151.489,B,560
-32.961,151.489,B,560
-32.963,151.489,B,560
-32.965,151.489,B,560
-32.967,151.489,B,560
-32.969,151.489,B,560
-32.971,151.489,B,560
-32.973,151.489,B,560
-32.975,151.489,B,560
-32.977,151.489,B,560
-32.979,151.489,B,560
-32.981,151.489,B,560
-32.983,151.489,B,560
-32.985,151.489,B,560
-32.987,151.489,B,560
-32.989,151.489,B,560
-32.991,151.489,B,560
-32.993,151.489,B,560
-32.995,151.489,B,560
-32.997,151.489,B,560
-32.999,151.489,B,560
-33.001,151.489,B,560
-33.003,151.489,B,560
-33.005,151.489,B,560
-33.007,151.489,B,560
-33.009,151.489,B,560
-33.011,151.489,B,560
-33.013,151.489,B,560
-33.015,151.489,B,560
-33.017,151.489,B,560
-33.019,151.489,B,560
-33.023,151.489,B,560
-33.045,151.489,B,560
-33.047,151.489,B,560
-33.049,151.489,B,560
-33.051,151.489,B,560
-33.053,151.489,B,560
-33.055,151.489,B,560
-33.057,151.489,B,560
-33.059,151.489,B,560
-33.061,151.489,B,560
-33.063,151.489,B,560
-33.065,151.489,B,560
-33.067,151.489,B,560
-33.069,151.489,B,560
-33.071,151.489,B,560
-33.073,151.489,B,560
-33.075,151.489,B,560
-33.077,151.489,B,560
-33.083,151.489,B,560
-33.085,151.489,B,560
-33.087,151.489,B,560
-33.089,151.489,B,560
-33.091,151.489,B,560
-33.093,151.489,B,560
-33.095,151.489,B,560
-33.097,151.489,B,560
-33.099,151.489,B,560
-33.101,151.489,B,560
-33.103,151.489,B,560
-33.105,151.489,B,560
-33.107,151.489,B,560
-33.109,151.489,B,560
-33.111,151.489,B,560
-33.113,151.489,B,560
-33.115,151.489,B,560
-33.117,151.489,B,560
-33.119,151.489,B,560
-33.121,151.489,B,560
-33.123,151.489,B,560
-33.125,151.489,B,560
-33.127,151.489,B,560
-33.129,151.489,B,560
-33.131,151.489,B,560
-33.133,151.489,B,560
-33.135,151.489,B,560
-33.137,151.489,B,560
-33.139,151.489,B,560
-33.141,151.489,B,560
-33.143,151.489,B,560
-33.145,151.489,B,560
-33.147,151.489,B,560
-33.149,151.489,B,560
-33.151,151.489,B,560
-33.153,151.489,B,560
-33.155,151.489,B,560
-33.157,151.489,B,560
-33.159,151.489,B,560
-33.161,151.489,B,560
-33.163,151.489,B,560
-33.165,151.489,B,560
-33.173,151.489,B,560
-33.175,151.489,B,560
-33.177,151.489,B,560
-33.179,151.489,B,560
-33.181,151.489,B,560
-33.183,151.489,B,560
-33.185,151.489,B,560
-33.187,151.489,B,560
-33.189,151.489,B,560
-33.191,151.489,B,560
-33.195,151.489,B,560
-33.197,151.489,B,560
-33.199,151.489,B,560
-32.801,151.487,B,560
-32.803,151.487,B,560
-32.805,151.487,B,560
-32.807,151.487,B,560
-32.809,151.487,B,560
-32.811,151.487,B,560
-32.813,151.487,B,560
-32.815,151.487,B,560
-32.817,151.487,B,560
-32.819,151.487,B,560
-32.821,151.487,B,560
-32.823,151.487,B,560
-32.825,151.487,B,560
-32.827,151.487,B,560
-32.829,151.487,B,560
-32.831,151.487,B,560
-32.833,151.487,B,560
-32.835,151.487,B,560
-32.837,151.487,B,560
-32.839,151.487,B,560
-32.841,151.487,B,560
-32.843,151.487,B,560
-32.845,151.487,B,560
-32.847,151.487,B,560
-32.849,151.487,B,560
-32.851,151.487,B,560
-32.853,151.487,B,560
-32.855,151.487,B,560
-32.857,151.487,B,560
-32.859,151.487,B,560
-32.861,151.487,B,560
-32.867,151.487,B,560
-32.869,151.487,B,560
-32.871,151.487,B,560
-32.873,151.487,B,560
-32.875,151.487,B,560
-32.877,151.487,B,560
-32.879,151.487,B,560
-32.881,151.487,B,560
-32.883,151.487,B,560
-32.885,151.487,B,560
-32.887,151.487,B,560
-32.889,151.487,B,560
-32.891,151.487,B,560
-32.895,151.487,B,560
-32.897,151.487,B,560
-32.899,151.487,B,560
-32.901,151.487,B,560
-32.903,151.487,B,560
-32.907,151.487,B,560
-32.915,151.487,B,560
-32.917,151.487,B,560
-32.919,151.487,B,560
-32.921,151.487,B,560
-32.923,151.487,B,560
-32.925,151.487,B,560
-32.927,151.487,B,560
-32.929,151.487,B,560
-32.931,151.487,B,560
-32.933,151.487,B,560
-32.935,151.487,B,560
-32.941,151.487,B,560
-32.943,151.487,B,560
-32.945,151.487,B,560
-32.947,151.487,B,560
-32.949,151.487,B,560
-32.951,151.487,B,560
-32.953,151.487,B,560
-32.955,151.487,B,560
-32.957,151.487,B,560
-32.959,151.487,B,560
-32.961,151.487,B,560
-32.963,151.487,B,560
-32.965,151.487,B,560
-32.967,151.487,B,560
-32.969,151.487,B,560
-32.971,151.487,B,560
-32.973,151.487,B,560
-32.975,151.487,B,560
-32.977,151.487,B,560
-32.979,151.487,B,560
-32.981,151.487,B,560
-32.983,151.487,B,560
-32.985,151.487,B,560
-32.987,151.487,B,560
-32.989,151.487,B,560
-32.991,151.487,B,560
-32.993,151.487,B,560
-32.995,151.487,B,560
-32.997,151.487,B,560
-32.999,151.487,B,560
-33.001,151.487,B,560
-33.003,151.487,B,560
-33.005,151.487,B,560
-33.007,151.487,B,560
-33.009,151.487,B,560
-33.011,151.487,B,560
-33.013,151.487,B,560
-33.015,151.487,B,560
-33.017,151.487,B,560
-33.019,151.487,B,560
-33.021,151.487,B,560
-33.023,151.487,B,560
-33.025,151.487,B,560
-33.027,151.487,B,560
-33.029,151.487,B,560
-33.031,151.487,B,560
-33.037,151.487,B,560
-33.049,151.487,B,560
-33.051,151.487,B,560
-33.053,151.487,B,560
-33.055,151.487,B,560
-33.057,151.487,B,560
-33.059,151.487,B,560
-33.061,151.487,B,560
-33.063,151.487,B,560
-33.065,151.487,B,560
-33.067,151.487,B,560
-33.069,151.487,B,560
-33.071,151.487,B,560
-33.073,151.487,B,560
-33.075,151.487,B,560
-33.077,151.487,B,560
-33.079,151.487,B,560
-33.087,151.487,B,560
-33.089,151.487,B,560
-33.091,151.487,B,560
-33.093,151.487,B,560
-33.095,151.487,B,560
-33.097,151.487,B,560
-33.099,151.487,B,560
-33.101,151.487,B,560
-33.103,151.487,B,560
-33.105,151.487,B,560
-33.107,151.487,B,560
-33.109,151.487,B,560
-33.111,151.487,B,560
-33.113,151.487,B,560
-33.115,151.487,B,560
-33.117,151.487,B,560
-33.119,151.487,B,560
-33.121,151.487,B,560
-33.123,151.487,B,560
-33.125,151.487,B,560
-33.127,151.487,B,560
-33.129,151.487,B,560
-33.131,151.487,B,560
-33.133,151.487,B,560
-33.135,151.487,B,560
-33.137,151.487,B,560
-33.139,151.487,B,560
-33.141,151.487,B,560
-33.143,151.487,B,560
-33.145,151.487,B,560
-33.147,151.487,B,560
-33.149,151.487,B,560
-33.151,151.487,B,560
-33.153,151.487,B,560
-33.155,151.487,B,560
-33.157,151.487,B,560
-33.159,151.487,B,560
-33.161,151.487,B,560
-33.163,151.487,B,560
-33.165,151.487,B,560
-33.167,151.487,B,560
-33.175,151.487,B,560
-33.177,151.487,B,560
-33.179,151.487,B,560
-33.181,151.487,B,560
-33.183,151.487,B,560
-33.185,151.487,B,560
-33.187,151.487,B,560
-33.189,151.487,B,560
-33.191,151.487,B,560
-33.193,151.487,B,560
-33.195,151.487,B,560
-33.197,151.487,B,560
-33.199,151.487,B,560
-32.801,151.485,B,560
-32.803,151.485,B,560
-32.805,151.485,B,560
-32.807,151.485,B,560
-32.809,151.485,B,560
-32.811,151.485,B,560
-32.813,151.485,B,560
-32.815,151.485,B,560
-32.817,151.485,B,560
-32.819,151.485,B,560
-32.821,151.485,B,560
-32.823,151.485,B,560
-32.825,151.485,B,560
-32.827,151.485,B,560
-32.829,151.485,B,560
-32.831,151.485,B,560
-32.833,151.485,B,560
-32.835,151.485,B,560
-32.837,151.485,B,560
-32.839,151.485,B,560
-32.841,151.485,B,560
-32.843,151.485,B,560
-32.845,151.485,B,560
-32.847,151.485,B,560
-32.849,151.485,B,560
-32.851,151.485,B,560
-32.853,151.485,B,560
-32.855,151.485,B,560
-32.857,151.485,B,560
-32.859,151.485,B,560
-32.861,151.485,B,560
-32.869,151.485,B,560
-32.871,151.485,B,560
-32.873,151.485,B,560
-32.875,151.485,B,560
-32.877,151.485,B,560
-32.879,151.485,B,560
-32.881,151.485,B,560
-32.883,151.485,B,560
-32.885,151.485,B,560
-32.887,151.485,B,560
-32.889,151.485,B,560
-32.897,151.485,B,560
-32.899,151.485,B,560
-32.901,151.485,B,560
-32.917,151.485,B,560
-32.919,151.485,B,560
-32.921,151.485,B,560
-32.923,151.485,B,560
-32.925,151.485,B,560
-32.927,151.485,B,560
-32.929,151.485,B,560
-32.931,151.485,B,560
-32.933,151.485,B,560
-32.939,151.485,B,560
-32.941,151.485,B,560
-32.943,151.485,B,560
-32.945,151.485,B,560
-32.947,151.485,B,560
-32.949,151.485,B,560
-32.951,151.485,B,560
-32.953,151.485,B,560
-32.955,151.485,B,560
-32.957,151.485,B,560
-32.959,151.485,B,560
-32.961,151.485,B,560
-32.963,151.485,B,560
-32.965,151.485,B,560
-32.967,151.485,B,560
-32.969,151.485,B,560
-32.971,151.485,B,560
-32.973,151.485,B,560
-32.975,151.485,B,560
-32.977,151.485,B,560
-32.979,151.485,B,560
-32.981,151.485,B,560
-32.983,151.485,B,560
-32.985,151.485,B,560
-32.987,151.485,B,560
-32.989,151.485,B,560
-32.991,151.485,B,560
-32.993,151.485,B,560
-32.995,151.485,B,560
-32.997,151.485,B,560
-32.999,151.485,B,560
-33.001,151.485,B,560
-33.003,151.485,B,560
-33.005,151.485,B,560
-33.007,151.485,B,560
-33.009,151.485,B,560
-33.011,151.485,B,560
-33.013,151.485,B,560
-33.015,151.485,B,560
-33.017,151.485,B,560
-33.019,151.485,B,560
-33.021,151.485,B,560
-33.023,151.485,B,560
-33.025,151.485,B,560
-33.027,151.485,B,560
-33.029,151.485,B,560
-33.031,151.485,B,560
-33.037,151.485,B,560
-33.039,151.485,B,560
-33.049,151.485,B,560
-33.051,151.485,B,560
-33.053,151.485,B,560
-33.055,151.485,B,560
-33.057,151.485,B,560
-33.061,151.485,B,560
-33.063,151.485,B,560
-33.065,151.485,B,560
-33.067,151.485,B,560
-33.069,151.485,B,560
-33.071,151.485,B,560
-33.073,151.485,B,560
-33.075,151.485,B,560
-33.077,151.485,B,560
-33.079,151.485,B,560
-33.091,151.485,B,560
-33.093,151.485,B,560
-33.095,151.485,B,560
-33.097,151.485,B,560
-33.099,151.485,B,560
-33.101,151.485,B,560
-33.103,151.485,B,560
-33.105,151.485,B,560
-33.107,151.485,B,560
-33.109,151.485,B,560
-33.111,151.485,B,560
-33.113,151.485,B,560
-33.115,151.485,B,560
-33.117,151.485,B,560
-33.119,151.485,B,560
-33.121,151.485,B,560
-33.123,151.485,B,560
-33.125,151.485,B,560
-33.127,151.485,B,560
-33.129,151.485,B,560
-33.131,151.485,B,560
-33.133,151.485,B,560
-33.135,151.485,B,560
-33.137,151.485,B,560
-33.139,151.485,B,560
-33.141,151.485,B,560
-33.143,151.485,B,560
-33.145,151.485,B,560
-33.147,151.485,B,560
-33.149,151.485,B,560
-33.151,151.485,B,560
-33.153,151.485,B,560
-33.155,151.485,B,560
-33.157,151.485,B,560
-33.159,151.485,B,560
-33.161,151.485,B,560
-33.163,151.485,B,560
-33.169,151.485,B,560
-33.173,151.485,B,560
-33.175,151.485,B,560
-33.177,151.485,B,560
-33.181,151.485,B,560
-33.183,151.485,B,560
-33.185,151.485,B,560
-33.187,151.485,B,560
-33.189,151.485,B,560
-33.191,151.485,B,560
-33.193,151.485,B,560
-33.195,151.485,B,560
-33.197,151.485,B,560
-33.199,151.485,B,560
-32.801,151.483,B,560
-32.803,151.483,B,560
-32.805,151.483,B,560
-32.807,151.483,B,560
-32.809,151.483,B,560
-32.811,151.483,B,560
-32.813,151.483,B,560
-32.815,151.483,B,560
-32.817,151.483,B,560
-32.819,151.483,B,560
-32.821,151.483,B,560
-32.823,151.483,B,560
-32.825,151.483,B,560
-32.827,151.483,B,560
-32.829,151.483,B,560
-32.831,151.483,B,560
-32.833,151.483,B,560
-32.835,151.483,B,560
-32.837,151.483,B,560
-32.839,151.483,B,560
-32.841,151.483,B,560
-32.843,151.483,B,560
-32.845,151.483,B,560
-32.847,151.483,B,560
-32.849,151.483,B,560
-32.851,151.483,B,560
-32.853,151.483,B,560
-32.855,151.483,B,560
-32.857,151.483,B,560
-32.859,151.483,B,560
-32.861,151.483,B,560
-32.873,151.483,B,560
-32.875,151.483,B,560
-32.877,151.483,B,560
-32.879,151.483,B,560
-32.881,151.483,B,560
-32.883,151.483,B,560
-32.885,151.483,B,560
-32.891,151.483,B,560
-32.893,151.483,B,560
-32.895,151.483,B,560
-32.897,151.483,B,560
-32.899,151.483,B,560
-32.901,151.483,B,560
-32.915,151.483,B,560
-32.917,151.483,B,560
-32.919,151.483,B,560
-32.921,151.483,B,560
-32.923,151.483,B,560
-32.925,151.483,B,560
-32.927,151.483,B,560
-32.929,151.483,B,560
-32.939,151.483,B,560
-32.941,151.483,B,560
-32.943,151.483,B,560
-32.945,151.483,B,560
-32.953,151.483,B,560
-32.955,151.483,B,560
-32.957,151.483,B,560
-32.959,151.483,B,560
-32.961,151.483,B,560
-32.963,151.483,B,560
-32.965,151.483,B,560
-32.967,151.483,B,560
-32.969,151.483,B,560
-32.971,151.483,B,560
-32.973,151.483,B,560
-32.975,151.483,B,560
-32.977,151.483,B,560
-32.979,151.483,B,560
-32.981,151.483,B,560
-32.983,151.483,B,560
-32.985,151.483,B,560
-32.987,151.483,B,560
-32.989,151.483,B,560
-32.991,151.483,B,560
-32.993,151.483,B,560
-32.995,151.483,B,560
-32.997,151.483,B,560
-32.999,151.483,B,560
-33.001,151.483,B,560
-33.003,151.483,B,560
-33.005,151.483,B,560
-33.007,151.483,B,560
-33.009,151.483,B,560
-33.011,151.483,B,560
-33.013,151.483,B,560
-33.015,151.483,B,560
-33.017,151.483,B,560
-33.019,151.483,B,560
-33.021,151.483,B,560
-33.023,151.483,B,560
-33.025,151.483,B,560
-33.027,151.483,B,560
-33.029,151.483,B,560
-33.031,151.483,B,560
-33.033,151.483,B,560
-33.037,151.483,B,560
-33.039,151.483,B,560
-33.041,151.483,B,560
-33.043,151.483,B,560
-33.053,151.483,B,560
-33.055,151.483,B,560
-33.057,151.483,B,560
-33.059,151.483,B,560
-33.065,151.483,B,560
-33.067,151.483,B,560
-33.069,151.483,B,560
-33.071,151.483,B,560
-33.073,151.483,B,560
-33.075,151.483,B,560
-33.077,151.483,B,560
-33.079,151.483,B,560
-33.081,151.483,B,560
-33.093,151.483,B,560
-33.099,151.483,B,560
-33.101,151.483,B,560
-33.103,151.483,B,560
-33.105,151.483,B,560
-33.107,151.483,B,560
-33.109,151.483,B,560
-33.111,151.483,B,560
-33.113,151.483,B,560
-33.115,151.483,B,560
-33.117,151.483,B,560
-33.119,151.483,B,560
-33.121,151.483,B,560
-33.123,151.483,B,560
-33.125,151.483,B,560
-33.127,151.483,B,560
-33.129,151.483,B,560
-33.131,151.483,B,560
-33.133,151.483,B,560
-33.135,151.483,B,560
-33.137,151.483,B,560
-33.139,151.483,B,560
-33.141,151.483,B,560
-33.143,151.483,B,560
-33.145,151.483,B,560
-33.147,151.483,B,560
-33.149,151.483,B,560
-33.151,151.483,B,560
-33.153,151.483,B,560
-33.155,151.483,B,560
-33.157,151.483,B,560
-33.159,151.483,B,560
-33.161,151.483,B,560
-33.177,151.483,B,560
-33.181,151.483,B,560
-33.183,151.483,B,560
-33.185,151.483,B,560
-33.189,151.483,B,560
-33.191,151.483,B,560
-33.193,151.483,B,560
-33.195,151.483,B,560
-33.197,151.483,B,560
-33.199,151.483,B,560
-32.801,151.481,B,560
-32.803,151.481,B,560
-32.805,151.481,B,560
-32.807,151.481,B,560
-32.809,151.481,B,560
-32.811,151.481,B,560
-32.813,151.481,B,560
-32.815,151.481,B,560
-32.817,151.481,B,560
-32.819,151.481,B,560
-32.821,151.481,B,560
-32.823,151.481,B,560
-32.825,151.481,B,560
-32.827,151.481,B,560
-32.829,151.481,B,560
-32.831,151.481,B,560
-32.833,151.481,B,560
-32.835,151.481,B,560
-32.837,151.481,B,560
-32.839,151.481,B,560
-32.841,151.481,B,560
-32.843,151.481,B,560
-32.845,151.481,B,560
-32.847,151.481,B,560
-32.849,151.481,B,560
-32.851,151.481,B,560
-32.853,151.481,B,560
-32.855,151.481,B,560
-32.857,151.481,B,560
-32.859,151.481,B,560
-32.861,151.481,B,560
-32.863,151.481,B,560
-32.865,151.481,B,560
-32.867,151.481,B,560
-32.869,151.481,B,560
-32.887,151.481,B,560
-32.889,151.481,B,560
-32.891,151.481,B,560
-32.893,151.481,B,560
-32.895,151.481,B,560
-32.897,151.481,B,560
-32.899,151.481,B,560
-32.901,151.481,B,560
-32.913,151.481,B,560
-32.915,151.481,B,560
-32.917,151.481,B,560
-32.919,151.481,B,560
-32.921,151.481,B,560
-32.941,151.481,B,560
-32.943,151.481,B,560
-32.953,151.481,B,560
-32.955,151.481,B,560
-32.957,151.481,B,560
-32.959,151.481,B,560
-32.961,151.481,B,560
-32.963,151.481,B,560
-32.965,151.481,B,560
-32.967,151.481,B,560
-32.969,151.481,B,560
-32.971,151.481,B,560
-32.973,151.481,B,560
-32.975,151.481,B,560
-32.977,151.481,B,560
-32.979,151.481,B,560
-32.981,151.481,B,560
-32.983,151.481,B,560
-32.985,151.481,B,560
-32.987,151.481,B,560
-32.989,151.481,B,560
-32.991,151.481,B,560
-32.993,151.481,B,560
-32.995,151.481,B,560
-32.997,151.481,B,560
-32.999,151.481,B,560
-33.001,151.481,B,560
-33.003,151.481,B,560
-33.005,151.481,B,560
-33.007,151.481,B,560
-33.009,151.481,B,560
-33.011,151.481,B,560
-33.013,151.481,B,560
-33.015,151.481,B,560
-33.017,151.481,B,560
-33.019,151.481,B,560
-33.021,151.481,B,560
-33.023,151.481,B,560
-33.025,151.481,B,560
-33.027,151.481,B,560
-33.029,151.481,B,560
-33.031,151.481,B,560
-33.033,151.481,B,560
-33.037,151.481,B,560
-33.039,151.481,B,560
-33.041,151.481,B,560
-33.043,151.481,B,560
-33.059,151.481,B,560
-33.063,151.481,B,560
-33.065,151.481,B,560
-33.067,151.481,B,560
-33.069,151.481,B,560
-33.071,151.481,B,560
-33.073,151.481,B,560
-33.075,151.481,B,560
-33.077,151.481,B,560
-33.079,151.481,B,560
-33.081,151.481,B,560
-33.087,151.481,B,560
